camn,frame,timestamp,cam_received_timestamp,device_timestamp,block_id,x,y,area,slope,eccentricity,frame_pt_idx,cur_val,mean_val,sumsqf_val
6,8629,NaN,1746558295.6874309,769001218011,8845,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN
4,8629,NaN,1746558295.6880572,773247784086,8840,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN
7,8630,NaN,1746558295.6906807,782728424928,8838,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN
5,8630,NaN,1746558295.692631,789207590682,8835,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN
6,8630,NaN,1746558295.6973798,769011218325,8846,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN
4,8630,NaN,1746558295.698072,773257784373,8841,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN
7,8631,NaN,1746558295.7006764,782738425242,8839,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN
5,8631,NaN,1746558295.7026873,789217590969,8836,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN
6,8631,NaN,1746558295.707356,769021218612,8847,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN
4,8631,NaN,1746558295.7081075,773267784687,8842,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN
7,8632,NaN,1746558295.710691,782748425529,8840,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN
5,8632,NaN,1746558295.7127285,789227591256,8837,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN
6,8632,NaN,1746558295.7173758,769031218899,8848,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN
4,8632,NaN,1746558295.718093,773277784974,8843,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN
7,8633,NaN,1746558295.7206562,782758425816,8841,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN
5,8633,NaN,1746558295.7228203,789237591543,8838,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN
6,8633,NaN,1746558295.7273853,769041219213,8849,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN
4,8633,NaN,1746558295.728086,773287785261,8844,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN
